name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Gwát,355808.0,False,0.0,Rojin Sharafi,MISBHV 002: Meditations - a sonic response,0.419,0.571,1.0,-15.861,1.0,0.149,0.408,0.00109,0.145,0.143,98.454,4.0
Strumming & Thinking,380347.0,False,7.0,Glenn Underground,Forgotten Art,0.794,0.495,10.0,-16.455,0.0,0.0694,0.000135,0.868,0.0402,0.923,124.017,4.0
Astronautin - Boris Brejcha Remix,495020.0,False,46.0,Stephan Bodzin;Boris Brejcha,Boavista Remixes,0.768,0.644,10.0,-8.213,0.0,0.048,0.00153,0.863,0.0861,0.126,125.008,4.0
Tun Back Way,180773.0,True,26.0,Vybz Kartel,Tun Back Way - Single,0.688,0.754,1.0,-5.502,1.0,0.0857,0.299,0.0,0.156,0.806,92.028,4.0
Há Coisas Que Não Mudam,210093.0,False,26.0,Cátia Moreira;Ana Encarnação;Henrique Feist;Filipe Gonçalves;Elenco - Frozen 2: O Reino do Gelo,Frozen 2: O Reino do Gelo (Banda Sonora Original em Português/Deluxe Edition),0.55,0.505,5.0,-5.177,1.0,0.0314,0.598,0.0,0.124,0.415,90.099,4.0
Summe Volume - Aus Remix,246480.0,False,7.0,aus,ReCollected,0.543,0.388,6.0,-13.5,1.0,0.0512,0.851,0.0911,0.136,0.063,77.025,4.0
Jhuk Na Paunga,264438.0,False,45.0,Papon,Raid,0.636,0.607,0.0,-8.08,1.0,0.0321,0.658,0.0168,0.145,0.229,119.837,4.0
Mulato,199080.0,False,16.0,Iconili,Tupi Novo Mundo,0.635,0.752,8.0,-7.316,1.0,0.0343,0.00616,0.851,0.226,0.832,121.92,4.0
Vet Heftig,202173.0,False,19.0,Hakkuhbar,Vet heftig,0.547,0.874,7.0,-6.505,1.0,0.0423,0.00151,0.331,0.282,0.124,180.001,4.0
Tera Deedar Hua,347573.0,False,63.0,Pritam;Anupam Amod;Rahat Fateh Ali Khan,Jannat 2 (Original Motion Picture Soundtrack),0.58,0.846,2.0,-3.464,1.0,0.0523,0.592,0.0,0.113,0.774,89.952,4.0
Vem Me Socorrer,334623.0,False,47.0,Palavrantiga,Esperar é Caminhar,0.552,0.574,4.0,-8.179,1.0,0.0371,0.387,0.0,0.178,0.486,105.98,4.0
Skipping Rocks,141500.0,False,7.0,Justnormal,Gossamer,0.661,0.714,1.0,-7.915,1.0,0.0445,0.91,0.872,0.102,0.061,80.008,4.0
De ballade van Flemmingrad,44360.0,False,31.0,Benja Bruijning,Olaf's Frozen Avontuur (Originele Nederlandstalige Soundtrack),0.638,0.231,2.0,-12.541,1.0,0.0618,0.96,0.0,0.092,0.654,109.022,3.0
Fue Un Placer Conocerte,176920.0,False,37.0,Natalia Jiménez,"México de Mi Corazón, Vol. 2",0.458,0.424,5.0,-5.697,1.0,0.0325,0.605,0.0,0.123,0.473,167.028,4.0
In the Quarry,141735.0,False,43.0,Justnormal,Gossamer,0.74,0.506,10.0,-5.919,1.0,0.0463,0.91,0.635,0.085,0.0431,170.07,4.0
Africa Nossa (with Ismaël Lô),232147.0,False,24.0,Cesária Evora;Ismaël Lô,Rogamar,0.801,0.854,7.0,-7.976,1.0,0.0509,0.595,5.92e-05,0.405,0.833,103.984,4.0
The Zapper (Zap VIP),190664.0,False,17.0,DJ Icey,Ride Mountain Ride,0.812,0.604,7.0,-6.579,1.0,0.0587,0.000842,0.753,0.109,0.172,127.99,4.0
Wives And Lovers,149920.0,False,0.0,Jack Jones,The Greatest Jazz Mix,0.485,0.511,5.0,-10.818,0.0,0.0318,0.597,0.0,0.169,0.531,129.251,3.0
In Linear Lights,478760.0,False,2.0,In The Burial,Lamentations: Of Deceit & Redemption,0.159,0.944,5.0,-5.807,1.0,0.0843,0.000388,0.135,0.0925,0.0375,99.721,4.0
Tipo iFood,143535.0,False,36.0,Os Barões Da Pisadinha,Tipo iFood,0.713,0.873,4.0,-2.979,0.0,0.0489,0.568,0.0,0.0652,0.962,167.95,4.0
Get Lucky - Nick The Lot Remix,246943.0,False,6.0,Deekline;Specimen A;Nick The Lot,Get Lucky (Nick The Lot Remix),0.738,0.88,6.0,0.194,0.0,0.229,0.00106,0.00083,0.187,0.449,87.488,4.0
Desert Song,250973.0,False,38.0,Hillsong Worship,Hillsong Chapel: Forever Reign,0.535,0.685,2.0,-8.449,1.0,0.0278,0.00394,0.00243,0.658,0.28,109.982,4.0
Sledge Hammer Facelift,298000.0,True,24.0,Rose Funeral,Crucify Kill Rot,0.35,0.973,4.0,-5.243,0.0,0.236,1.93e-05,0.645,0.165,0.192,112.012,1.0
Green Light - Original Mix,476760.0,False,14.0,The Breakfastaz,Green Light,0.622,0.927,1.0,-7.473,1.0,0.0413,0.000289,0.845,0.0422,0.385,136.981,4.0
"Sugar, Sugar",247560.0,False,31.0,Magneto,La Historia De Magneto,0.674,0.87,2.0,-9.434,1.0,0.0426,0.0181,2.83e-06,0.0342,0.756,127.021,4.0
Wave of Rave - Countdown in Cold Bass City [Remastered],540631.0,False,11.0,Marc Acardipane,The Most Famous Unknown - Expansion Pack 1,0.502,0.97,3.0,-5.575,0.0,0.0546,0.000261,0.818,0.291,0.349,153.87,4.0
Re-Bottled,305017.0,False,25.0,Korsakoff;The Viper,Korsakoff Pres. Pink Noise,0.475,0.881,6.0,-4.7,0.0,0.109,0.119,0.0239,0.157,0.139,164.965,4.0
Knock It,177857.0,True,20.0,Masicka,Knock It,0.728,0.882,0.0,-3.306,0.0,0.276,0.336,0.0,0.269,0.658,111.921,4.0
我們的歌,246320.0,False,51.0,Leehom Wang,改變自己,0.808,0.428,1.0,-8.355,1.0,0.0546,0.0294,0.0,0.0939,0.877,139.941,4.0
Sink Lateral,40893.0,False,18.0,Ilkae,Pistachio Island,0.678,0.401,10.0,-9.875,0.0,0.0555,0.971,0.947,0.105,0.919,82.614,4.0
空ノムコウ,236578.0,False,18.0,Maharajan,セーラ☆ムン太郎,0.597,0.599,0.0,-6.729,0.0,0.0442,0.0133,8.88e-06,0.278,0.657,93.09,4.0
Desfaz as Malas,206840.0,False,44.0,Banda Calypso,Ao Vivo em São Paulo,0.456,0.812,0.0,-2.699,1.0,0.0296,0.465,0.0,0.826,0.488,138.028,4.0
Raised On Rock,209333.0,True,18.0,Darkthrone,F.O.A.D,0.193,0.981,9.0,-3.383,1.0,0.12,0.411,0.00172,0.0721,0.128,142.771,4.0
Kenger,340206.0,False,27.0,Joachim Pastor,Kenger,0.656,0.722,9.0,-8.104,0.0,0.0332,0.00108,0.796,0.0658,0.4,125.005,4.0
Your Baby Ain't Sweet Like Mine,180107.0,False,25.0,Carolina Chocolate Drops,Genuine Negro Jig,0.679,0.637,7.0,-6.89,1.0,0.323,0.643,0.0,0.0807,0.776,160.432,4.0
Spinach,157682.0,False,14.0,Timothy Infinite,GRN,0.726,0.472,9.0,-5.044,0.0,0.0346,0.701,0.831,0.229,0.636,87.98,4.0
Heartbreaker - Crazibiza Remix,354407.0,False,9.0,The Disco Boys;Crazibiza,"Swanky Club House, Vol. 1",0.85,0.795,8.0,-6.826,1.0,0.0747,0.00265,0.805,0.0206,0.722,125.99,4.0
Te regalo,169720.0,False,66.0,Carlos Baute,Baute,0.713,0.699,6.0,-6.426,1.0,0.0376,0.533,0.0,0.112,0.753,100.079,4.0
Autor da Vida,295360.0,False,53.0,Aline Barros,Reino,0.505,0.522,6.0,-7.366,1.0,0.0256,0.532,0.0,0.0963,0.389,139.992,4.0
Interface to God,275947.0,False,16.0,Thorns,Thorns,0.238,0.938,1.0,-6.724,1.0,0.104,4.45e-05,0.941,0.231,0.102,119.98,4.0
Which Hairstyle (Model),182571.0,False,2.0,Vybz Kartel;Arif Cooper,Brand New Old School Riddim,0.619,0.833,5.0,-6.196,0.0,0.286,0.129,0.0,0.065,0.642,132.021,5.0
marmalade sunset,142472.0,False,1.0,forever grown,marmalade sunset,0.781,0.211,6.0,-14.475,0.0,0.0397,0.719,0.948,0.327,0.0601,109.984,4.0
I Like It Loud (Angerfist Remix),266821.0,False,20.0,Marshall Masters;The Ultimate MC,I Like It Loud 2012,0.521,0.976,9.0,-4.911,1.0,0.105,0.0232,0.0247,0.613,0.544,169.995,4.0
Hands Together - Mixed,347909.0,False,11.0,Gershon Jackson;Reset Preset,Defected Radio Episode 114 (hosted by Sam Divine),0.685,0.819,5.0,-5.655,0.0,0.143,0.00464,0.0929,0.301,0.671,124.034,4.0
Walking to Adachi,141332.0,False,31.0,Nathan Kawanishi,Nostalgia,0.833,0.432,1.0,-11.625,1.0,0.0438,0.257,0.89,0.137,0.237,108.676,4.0
The Stand,246933.0,False,37.0,Hillsong Young & Free;Melodie Wagner,The Stand,0.405,0.715,7.0,-5.681,0.0,0.0288,0.00041,0.0,0.318,0.166,156.024,4.0
TANGO NOIR - 30th anniversary mix,248267.0,False,26.0,Akina Nakamori,ベスト・コレクション 〜ラブ・ソングス&ポップ・ソングス〜,0.613,0.888,5.0,-4.404,0.0,0.0369,0.154,0.000576,0.342,0.862,155.324,4.0
Im Rhythmus Bleiben,253893.0,False,15.0,Front 242,Front by Front,0.721,0.978,7.0,-8.814,1.0,0.0801,0.00671,0.858,0.188,0.538,124.976,4.0
Love You Better,170893.0,False,62.0,John De Sohn;Rasmus Hagen,Made For You,0.733,0.785,11.0,-7.496,1.0,0.0416,0.0934,0.00135,0.101,0.796,102.987,4.0
the mangos,113333.0,False,21.0,vibe academy,frozen grapes,0.703,0.241,3.0,-10.456,0.0,0.217,0.968,0.948,0.149,0.117,90.047,4.0
Touch (feat. Rromarin),206251.0,False,53.0,Golden Features;Rromarin,Touch (feat. Rromarin),0.752,0.66,0.0,-7.877,1.0,0.0491,0.379,0.616,0.103,0.372,123.988,4.0
The Same Thing (Running Out Of Lies Medley),298547.0,False,22.0,Da Problem Solvas,Every Woman Deserves 2 B Satisfied,0.811,0.369,9.0,-9.592,1.0,0.373,0.353,0.0,0.725,0.725,163.35,3.0
Someone - Extended Mix,293368.0,False,16.0,Friction;McLean,Someone,0.466,0.807,10.0,-4.775,0.0,0.0407,0.00126,2.63e-05,0.404,0.358,173.979,4.0
What Comes Around - Spanish Version,226240.0,False,24.0,Ill Niño,Revolution Revolucion [Special Edition],0.503,0.947,1.0,-4.687,1.0,0.0966,0.00035,0.00124,0.102,0.156,112.204,4.0
About My Dreams,320000.0,False,47.0,Stephan Jolk,About My Dreams,0.594,0.826,4.0,-7.117,0.0,0.043,0.000161,0.872,0.0932,0.0632,126.007,4.0
Cotton Candy Flavored,151645.0,False,18.0,"Sarah, the Illstrumentalist",Golden Skin,0.674,0.543,6.0,-8.021,1.0,0.0299,0.16,0.91,0.084,0.757,89.992,4.0
GG-RAM,222642.0,False,15.0,Noisekick;Paranoizer,TERRORDRANG,0.626,0.996,6.0,-1.521,0.0,0.285,0.0582,0.00954,0.613,0.36,112.457,4.0
COLORWAY,90000.0,False,59.0,DESTIN CONRAD,COLORWAY,0.582,0.582,6.0,-5.706,1.0,0.0887,0.282,0.00863,0.317,0.658,76.864,4.0
Holy Mountain,313209.0,False,39.0,Rotting Christ;Lars Nedland,Holy Mountain,0.444,0.714,9.0,-8.159,0.0,0.0432,0.000176,0.176,0.302,0.17,138.068,4.0
告白氣球,215147.0,False,66.0,Jay Chou,周杰倫的床邊故事,0.59,0.572,11.0,-7.658,1.0,0.0379,0.192,0.0,0.109,0.448,179.989,4.0
Papua New Guinea (Blue States Full Length Mix),347533.0,False,13.0,The Future Sound Of London,Accelerator Deluxe,0.586,0.771,10.0,-7.441,0.0,0.0344,0.0479,0.915,0.271,0.625,99.987,4.0
Implosion,226500.0,True,0.0,Pointed Mutation,Implosion,0.463,0.987,3.0,-1.434,1.0,0.116,4.91e-05,8.96e-05,0.276,0.0899,107.463,4.0
再三誤解,241000.0,False,25.0,Daniel Lo,羅時豐台語精選 - 港邊甘是男性傷心的所在,0.331,0.41,5.0,-12.611,0.0,0.0386,0.483,0.0,0.101,0.621,89.055,4.0
Sossego,237307.0,False,44.0,Tim Maia,Tim Maia In Concert,0.572,0.925,5.0,-5.049,1.0,0.0737,0.0817,0.0229,0.631,0.68,116.362,4.0
Destierro,228267.0,False,26.0,Paulo Ramos,Sigues Estando Aquí,0.544,0.444,6.0,-8.603,1.0,0.0259,0.561,0.0,0.29,0.566,169.949,4.0
Rave - Remix,239084.0,False,58.0,Sam Paganini;Adam Beyer;Layton Giordani,Rave (Remix),0.732,0.627,11.0,-13.712,1.0,0.0524,0.000174,0.895,0.0981,0.266,131.007,4.0
Polo Fi Days,155745.0,True,12.0,Nervz,Street College,0.717,0.444,2.0,-9.063,0.0,0.551,0.229,0.0,0.114,0.749,188.173,4.0
Aos Pés Da Cruz - Ao Vivo,262835.0,False,52.0,Eli Soares,Memórias 2 (Ao Vivo),0.322,0.432,9.0,-10.434,1.0,0.0422,0.345,0.0,0.613,0.204,57.594,4.0
Why You Gonna Lie,174000.0,False,60.0,高爾宣 OSN,#osnrap,0.768,0.76,7.0,-3.729,1.0,0.105,0.762,0.0,0.141,0.736,90.0,4.0
Everytime We Touch - Hardwell & Maurice West Remix,216441.0,False,68.0,Cascada;Maurice West,Everytime We Touch (Hardwell & Maurice West Remix),0.554,0.848,5.0,-4.075,0.0,0.0745,0.00237,0.0,0.185,0.286,144.996,4.0
And No Matches - Radio,211621.0,False,4.0,Scooter,And No Matches,0.581,0.959,7.0,-5.528,1.0,0.037,0.144,0.178,0.872,0.765,145.004,4.0
Wine,169773.0,False,23.0,Popcaan,Empire Universe,0.623,0.37,5.0,-11.849,1.0,0.273,0.794,0.0,0.288,0.607,96.445,4.0
Mojito,185453.0,False,52.0,Jay Chou,最偉大的作品,0.807,0.631,0.0,-7.146,1.0,0.0279,0.459,0.0,0.279,0.801,115.003,4.0
When There Was Nothing,391297.0,False,6.0,Crows in the Rain,"You Walked with Me Then, Before Night or Day",0.319,0.139,4.0,-25.418,0.0,0.0367,0.927,0.903,0.0808,0.0393,219.971,3.0
Passing Through,434000.0,False,10.0,Alphaxone,Altered Dimensions,0.144,0.167,1.0,-24.642,0.0,0.0419,0.877,0.967,0.114,0.0393,103.66,4.0
Black Terminal (Upgrade),210013.0,False,39.0,Blue Stahli;Danny Cocke;Inversion,Cyberpunk 2077: More Music from Night City Radio (Original Soundtrack),0.53,0.938,7.0,-6.424,1.0,0.068,0.00029,0.628,0.0828,0.703,160.041,4.0
Until I Sing,187480.0,False,32.0,Greensky Bluegrass,Stress Dreams,0.493,0.467,5.0,-12.365,1.0,0.0311,0.588,0.0518,0.15,0.687,173.573,4.0
"Movement, No. 3",422661.0,False,0.0,Alireza Mashayekhi;National Symphony Orchestra of Ukraine;Vladimir Sirenko,"Symphony, No. 5 (Persian), Op. 112",0.201,0.3,4.0,-23.091,0.0,0.0473,0.816,0.886,0.0859,0.0865,87.548,3.0
Day Before Temptation,190827.0,False,35.0,The Steeldrivers,The Muscle Shoals Recordings,0.458,0.536,0.0,-8.992,1.0,0.051,0.381,0.0,0.119,0.577,180.095,4.0
Compulsive Psychosis,254507.0,False,22.0,Hypocrisy,Virus,0.303,0.971,6.0,-3.826,1.0,0.0852,2.55e-06,0.594,0.354,0.14,179.972,4.0
Rigid - Kobosil 44 Rush Mix,412920.0,False,57.0,Rosa Anschütz;Kobosil,Rr4,0.805,0.917,1.0,-5.925,1.0,0.151,0.00086,0.625,0.108,0.27,134.996,4.0
Long Long Silk Bridge,182387.0,False,38.0,Susumu Yokota,Symbol,0.452,0.633,7.0,-12.691,1.0,0.0475,0.782,0.841,0.114,0.506,178.942,4.0
Let's Stay Home - A Director’s Cut Classic Club Radio Version,217702.0,False,15.0,Frankie Knuckles;Director's Cut;Eric Kupper;Inaya Day,Let's Stay Home,0.803,0.712,8.0,-4.57,1.0,0.044,0.00172,2.44e-05,0.0629,0.509,116.016,4.0
Hammer,103200.0,False,32.0,Loyla Lo,Sun Study,0.79,0.218,11.0,-14.49,1.0,0.389,0.401,0.781,0.0965,0.496,75.093,4.0
Midnight Waves,379753.0,False,9.0,Alphaxone,Altered Dimensions,0.152,0.419,9.0,-20.406,0.0,0.0485,0.659,0.908,0.0772,0.131,85.51,4.0
Dumcore,309173.0,False,17.0,DJ Isaac,Thunderdome 25 Years Of Hardcore,0.737,0.633,1.0,-12.916,0.0,0.11,0.0742,0.896,0.516,0.341,174.076,4.0
Son Of Suffering - Live,479771.0,False,52.0,Bethel Music;David Funk;Matt Redman,Homecoming (Live),0.375,0.508,1.0,-9.399,1.0,0.0335,0.115,2.04e-06,0.0647,0.124,135.024,4.0
Tudo é Possível - Ao Vivo,260853.0,False,43.0,Fernandinho,Teus Sonhos (ao Vivo),0.279,0.732,5.0,-6.236,0.0,0.0346,0.0838,0.0,0.904,0.382,175.875,4.0
Senta Aqui,160237.0,False,43.0,Dodô Pressão,Diferente dos Iguais,0.874,0.818,4.0,-2.749,1.0,0.0434,0.438,0.013,0.209,0.867,130.002,4.0
White Noise - Loopable With No Fade,68918.0,False,42.0,White Noise Sleep Sounds;Sleep Sound Library,Loopable White Noise Sleep Sounds,0.0,2.03e-05,7.0,-40.112,1.0,0.0,0.994,0.0727,0.107,0.0,0.0,0.0
This is the Way - Car Safety,94891.0,False,20.0,CoComelon,Vehicle Fun with CoComelon,0.847,0.376,9.0,-14.15,1.0,0.093,0.596,5.75e-05,0.0798,0.965,150.047,3.0
Me dói te ver sem mim,158077.0,False,36.0,Vitor Fernandes,Piseiro Apaixonado,0.628,0.791,0.0,-3.355,1.0,0.0498,0.309,2.51e-06,0.926,0.713,156.124,4.0
Fontanel,220246.0,False,43.0,Eartheater,Fontanel,0.601,0.878,9.0,-7.758,0.0,0.0937,0.0379,0.0428,0.593,0.209,120.017,4.0
If You Wanna,440547.0,False,5.0,Roy Davis Jr.;Terry Dexter,Chicago Forever,0.861,0.671,11.0,-8.566,0.0,0.0785,0.0553,0.000124,0.133,0.671,120.006,4.0
Hurt - Radio Edit,249333.0,False,21.0,Korsakoff;Day-Mar;Erik Lindeman,Hurt,0.392,0.997,1.0,-2.58,1.0,0.348,0.384,0.00138,0.213,0.0566,180.087,4.0
Dia da Caça,269987.0,False,41.0,BaianaSystem,Duas Cidades,0.486,0.867,1.0,-5.237,1.0,0.0892,0.129,0.00176,0.0731,0.358,109.003,4.0
Hominids,105573.0,False,0.0,Odepth,Elements,0.169,0.0536,9.0,-25.27,0.0,0.058,0.98,0.854,0.105,0.143,74.997,4.0
Part of a Major Thing,166500.0,False,16.0,Matt Large,Part of a Major Thing,0.621,0.481,0.0,-8.568,1.0,0.03,0.471,0.935,0.125,0.324,79.988,4.0
Ancient Amulet,274074.0,False,12.0,Alphaxone;XERXES THE DARK,Aftermath,0.159,0.0903,2.0,-27.44,1.0,0.0359,0.841,0.93,0.123,0.0364,59.246,5.0
low key jazztone,124430.0,False,20.0,Codename Chinadoll,everyday moves with the beats,0.762,0.566,7.0,-9.964,0.0,0.0543,0.158,0.744,0.0889,0.178,79.99,4.0
Plano de Voo,218880.0,False,41.0,Criolo,Convoque Seu Buda,0.571,0.69,8.0,-8.18,0.0,0.542,0.299,0.0,0.103,0.228,155.991,4.0
Zeynab,230000.0,False,1.0,Saint Abdullah,Zeynab,0.573,0.626,8.0,-10.637,0.0,0.0525,0.7,0.0,0.143,0.14,79.958,4.0
Eine Liebe - Sylaar 2k20 Remix,209552.0,False,11.0,Mallorca Allstars;Isi Glück;Ikke Hüftgold;Almklausi;Lorenz Büffel;Carolina;Honk!;Sylaar,Eine Liebe (Sylaar 2k20 Remix),0.592,0.947,11.0,-3.998,1.0,0.0316,0.000957,0.000324,0.0499,0.495,134.008,4.0
Lembranças (Ao Vivo),202372.0,False,35.0,Maneva,8 Anos (Ao Vivo),0.576,0.498,4.0,-10.775,0.0,0.0542,0.492,8.86e-06,0.973,0.788,172.187,4.0
Dilliwaali Girlfriend,260552.0,False,68.0,Pritam;Arijit Singh;Sunidhi Chauhan,Yeh Jawaani Hai Deewani,0.687,0.941,6.0,-5.23,0.0,0.0583,0.0811,2.93e-06,0.0697,0.909,138.048,4.0
Turn Up (The Music),289493.0,False,28.0,Camo & Krooked,Sick Music 2,0.616,0.773,8.0,-10.004,1.0,0.0604,0.00117,0.749,0.142,0.388,174.977,4.0
Plead My Cause,180968.0,True,16.0,Rygin King;Extol Music,Plead My Cause,0.548,0.629,9.0,-6.415,0.0,0.233,0.0455,0.0,0.164,0.468,124.024,5.0
Real-X,282613.0,False,21.0,2 Brothers On The 4th Floor,2,0.576,0.639,10.0,-14.293,1.0,0.0296,0.00484,0.942,0.138,0.565,137.999,4.0
Heartquake,201254.0,False,44.0,Papon,Karwaan,0.339,0.497,5.0,-8.904,1.0,0.0494,0.727,2.18e-06,0.103,0.556,149.965,3.0
I Love You (7 Inch Radio Edit) - Extended Mix,244507.0,False,1.0,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),0.625,0.895,0.0,-3.979,0.0,0.0514,0.00281,0.0223,0.105,0.561,159.937,4.0
Waiting On April... for You,62293.0,False,0.0,Leila Bela,Angra Manyu,0.429,0.27,10.0,-14.574,0.0,0.0955,0.936,0.0109,0.101,0.22,142.66,4.0
A Wedding in Cherokee County - 2002 Remaster,189200.0,False,23.0,Randy Newman,Good Old Boys,0.446,0.225,6.0,-15.818,1.0,0.042,0.901,0.000545,0.1,0.168,178.146,3.0
Vou Seguir com Fé,243159.0,False,45.0,Kleber Lucas,Aos Pés da Cruz,0.76,0.911,0.0,-8.193,1.0,0.0456,0.119,0.0,0.611,0.785,112.163,4.0
Tropical Garden,502693.0,False,15.0,Manu Dibango,Home Made,0.615,0.397,0.0,-17.526,0.0,0.0859,0.301,0.886,0.0277,0.916,169.0,4.0
Geiler Tag zum Tanzen,160900.0,False,0.0,Nancy Franck;Kevin Reumann,Geiler Tag zum Tanzen,0.675,0.948,10.0,-3.06,0.0,0.156,0.0331,0.0,0.952,0.773,140.032,4.0
スーパーカー,264453.0,False,22.0,PASSEPIED,&DNA,0.464,0.845,10.0,-3.791,1.0,0.0371,0.145,0.0077,0.239,0.662,171.839,4.0
Bumpy Lucas,210750.0,False,18.0,Yimino;Ed Roughton,Breaker,0.58,0.41,1.0,-13.674,1.0,0.0388,0.219,0.957,0.142,0.0497,87.519,4.0
Ruff in the Jungle Bizness - Uplifting Vibes Remix,257333.0,False,14.0,The Prodigy,Out of Space,0.646,0.914,11.0,-12.035,1.0,0.0471,0.00159,0.681,0.122,0.319,148.066,4.0
Hell Is Where I Stay,274147.0,False,21.0,Hypocrisy,End of Disclosure,0.478,0.902,6.0,-6.734,0.0,0.0447,1.41e-05,0.878,0.303,0.224,134.98,4.0
Out Of Control - Radio Edit,238307.0,False,14.0,The Chemical Brothers,Out Of Control,0.528,0.943,5.0,-3.594,0.0,0.035,0.00219,0.0236,0.309,0.337,131.99,4.0
Brilhe,185467.0,False,49.0,Roberto Garcia,Moana: um mar de aventuras (Trilha sonora original em português),0.721,0.576,0.0,-7.044,1.0,0.142,0.408,0.0,0.109,0.613,146.011,4.0
Second Life,188136.0,False,0.0,Saeed Dehghan,BLABBER BRAIN,0.18,0.504,2.0,-9.646,1.0,0.0416,0.0148,0.881,0.173,0.0379,157.924,4.0
Ecclesia Diabolica Catholica,289640.0,False,33.0,Behemoth,I Loved You at Your Darkest,0.183,0.908,6.0,-5.188,1.0,0.0892,0.000236,0.0295,0.148,0.121,140.894,4.0
牆外,256552.0,False,42.0,Namewee;小花,牆外,0.73,0.48,9.0,-6.405,1.0,0.0387,0.853,0.0,0.337,0.623,138.044,4.0
Manngard,203722.0,False,8.0,Khold,Svartsyn,0.349,0.886,0.0,-13.266,1.0,0.0526,3.3e-06,0.0583,0.269,0.0808,145.0,4.0
Mais Amor,165789.0,False,42.0,Ponto De Equilíbrio;Tati Portella,Mais Amor,0.714,0.701,2.0,-4.643,1.0,0.0494,0.503,8.68e-06,0.122,0.6,152.026,4.0
Saku,345840.0,False,42.0,Susumu Yokota,Sakura,0.39,0.155,2.0,-18.001,1.0,0.0335,0.814,0.873,0.116,0.122,118.492,4.0
Night of Santur,143027.0,False,0.0,Leila Bela,Angra Manyu,0.529,0.631,11.0,-10.055,1.0,0.0564,0.0416,0.00237,0.447,0.0887,62.204,4.0
Reversed Reflections,265293.0,False,21.0,Hypocrisy,Hypocrisy,0.279,0.853,0.0,-5.483,1.0,0.0509,4.9e-06,0.00119,0.286,0.287,149.933,4.0
Sin ti seria silencio - Parte II,284073.0,False,36.0,Mägo de Oz,La ciudad de los arboles,0.504,0.458,4.0,-7.66,1.0,0.0261,0.753,0.0,0.251,0.442,83.213,4.0
You & Me (feat. W. Darling),244286.0,False,44.0,Bassnectar;W. Darling,Noise vs Beauty,0.493,0.744,7.0,-4.021,1.0,0.0342,0.000748,0.384,0.322,0.151,140.041,4.0
Funny,221466.0,False,62.0,Zedd;Jasmine Thompson,Funny,0.664,0.66,5.0,-4.646,1.0,0.0243,0.512,0.0,0.26,0.355,99.946,4.0
Labon Ko,341028.0,False,70.0,Pritam;KK,Bhool Bhulaiyaa,0.63,0.837,9.0,-4.635,0.0,0.0387,0.329,0.00271,0.159,0.473,107.997,4.0
Like An Animal - Original Mix,270000.0,False,17.0,Partyraiser,Like An Animal EP,0.476,0.982,1.0,-7.12,1.0,0.433,0.0328,0.31,0.156,0.164,180.018,4.0
Senhor da Terra,275962.0,False,49.0,Marquinhos Gomes,Senhor da Terra,0.406,0.764,11.0,-6.49,1.0,0.0398,0.151,0.0,0.378,0.349,77.546,4.0
What the Fuck?,290760.0,False,21.0,Promo,Last Men Standing,0.646,0.922,4.0,-5.459,1.0,0.315,0.45,0.967,0.111,0.191,144.901,4.0
Bones,295893.0,False,52.0,Oliver Koletzki;HVOB,I am OK,0.823,0.534,10.0,-7.089,0.0,0.0496,0.0239,0.486,0.105,0.0395,125.026,4.0
Devi Drone,112199.0,False,43.0,Phunard,Devi Drone,0.208,0.0187,0.0,-32.373,0.0,0.0661,0.971,0.879,0.119,0.458,68.983,3.0
黑色柳丁,255267.0,False,47.0,David Tao,黑色柳丁,0.542,0.572,2.0,-5.918,1.0,0.0382,0.0719,0.0,0.218,0.212,129.965,4.0
一場遊戲一場夢,255333.0,False,56.0,Dave Wong,一場遊戲一場夢,0.561,0.32,10.0,-11.409,1.0,0.0314,0.802,0.0,0.0701,0.356,139.856,4.0
Voodoo People,387067.0,False,40.0,The Prodigy,Music for the Jilted Generation,0.664,0.998,6.0,-5.86,0.0,0.0642,0.00128,0.466,0.287,0.37,149.002,4.0
Verdades Do Tempo,259145.0,False,51.0,Thiago Brado,Eu Me Rendo,0.175,0.38,4.0,-9.26,1.0,0.0326,0.0932,0.0,0.0743,0.0898,50.451,4.0
Conjure Dreams,441090.0,False,46.0,Maceo Plex,Conjure Infinity,0.687,0.743,2.0,-8.085,1.0,0.0547,0.000189,0.877,0.0921,0.529,124.017,4.0
"""Why is a raven like a writing desk?""",166000.0,False,12.0,arai tasuku,Alice,0.395,0.803,0.0,-6.743,1.0,0.103,0.000423,0.718,0.113,0.2,179.782,4.0
Know Bout Me,206480.0,True,25.0,Vybz Kartel;Gaza Indu,"Reggae All-Star, Vol. 1",0.657,0.788,5.0,-4.559,0.0,0.189,0.15,0.0,0.304,0.712,97.046,4.0
Boba Tunnel,247510.0,False,53.0,Anupam Roy,Chotushkone,0.598,0.537,9.0,-8.281,1.0,0.0326,0.285,0.0,0.13,0.397,131.955,4.0
Quality Seconds,85133.0,False,17.0,Orbital,Snivilisation,0.449,0.999,9.0,-4.976,1.0,0.0743,0.00251,0.648,0.0441,0.777,176.651,4.0
